Id,propertyValue
1215892272488673281,0.0
1131740874642059265,0.0
1463599861446504449,0.0
1215256476131815425,0.0
1381640671010779137,0.0
43701968,0.0
1393518597020950532,0.0
1322744226057056258,0.0
164288225,0.0
313972455,0.0
174773991,0.0
1213077016989167619,0.0
1576243329695719424,0.0
1544254714728128512,0.0
1558184019518529536,0.0
1570491424935747584,0.0
1489164711652466688,1.0
1528349423528550400,0.0
1177071819326726144,1.0
1391093370433544192,0.0
1576098252142911488,0.0
331798263,1.0
1597546610568957952,0.0
1569016089174056961,0.0
1572607349700927489,0.0
1537305101697785857,0.0
1035130632,0.0
1573073003344273409,0.0
1572833573949906945,0.0
1572717380320600065,0.0
716363533,0.16061963265809262
1396583546060513281,0.0
1417876836151959553,0.0
3594966796,0.0
402315025,0.0
2788349715,0.0
1534930944976723970,0.0
1288179982137794562,0.0
764072269421375488,0.0
841774318874947584,0.0
1481012729775366146,0.0
522639142,0.0
1662179114,0.0
1412069919303376899,0.4
3245266760,1.0
572708689,0.0
1487710860927803396,0.0
1332285295757180928,0.0
1573633285032329216,0.0
1573061484225052672,0.0
1007630405774688256,0.0
1179572065,1.0
3005405027,1.0
3938899817,0.0
1405735506382659589,1.0
1513543125876318213,0.6666666666666666
225630062,0.0
1460905853515546625,0.0
1558641587894099968,0.0
922408185071222785,0.0
1480219652772937729,0.0
1422566191504269318,0.0
97703815,0.0
1577800089430474754,0.1300559998002979
1463878397159882754,0.0
1534821496165502976,0.0
1540737440490459136,0.0
1539972620363239424,0.0
911251318571798528,0.0
628545424,0.1555818768164988
2179651476,0.0
552785813,0.0
2732251035,0.0
1491490352154517511,0.0
1296164412777275399,0.0
1492552549626363907,0.0
410703778,0.0
1254646215750193153,0.0
1543561706562916353,0.0
930642133177942019,0.0
2599606184,0.0
2181224368,1.0
1533598791345086472,0.0
284612541,0.0
221173706,0.0
1497339503295569929,0.0
1110124556654690304,0.0
6477792,0.0
235853804,0.6666666666666666
353032173,0.0
1277634103295295489,0.1155688976960161
1263748657905614849,1.0
188143601,0.625
901790679130660866,0.0
1934809092,0.0
145938440,0.0
1280798545273110530,0.0
824122844258897920,1.0
972811,1.0
722058248338149376,0.3333333333333333
1370058029991858176,0.0
1398957860709601280,0.0
1372234621170094080,0.0
1498552178537295872,0.0
1483482015811137536,0.0
1534787258808954880,0.0
1397549105262497793,0.0
135713668,0.0
1251965520087302148,0.6
1549565944653312001,0.0
1431212184902701058,0.0
1443526377173553154,0.0
430102589,0.0
1046445349382971392,0.0
984799296,0.0
1416256229651910658,0.0
1271875833146347520,0.0
354867272,0.0
1549293253690028034,0.0
1405823047030935555,0.4
3288258646,1.0
1031794644437229569,1.0
1600575576,0.0
3548567655,0.0
3350648945,1.0
22993014,1.0
4824422519,1.0
211998867,0.0
142006422,0.0
21158038,1.0
48945308,0.0
766171304,0.0
2898188463,0.0
249223344,0.0
1210081717849088000,0.0
1214825926644654080,0.0
1166301913878552576,0.0
1125511210382843904,0.0
1216808578306203648,0.0
1138097242676584448,0.0
493017282,0.0
626710724,0.0
1195735630506024960,0.0
14604487,0.0
492492999,0.0
542824643,1.0
1910692045,0.0
1164105936,0.0
312924369,0.08760081379642759
1121380926360051713,0.0
556980440,0.0
1338426429722255361,0.0
1355514140719243265,0.0
1138869501150289921,0.0
1214824063434153985,0.0
1148341562700652545,0.0
113957092,0.0
1436915088716288002,0.0
360110321,0.6666666666666666
1573183563100434432,0.07243119499886465
1573821006577250304,0.0
2538002674,0.0
561174773,0.0
1528235878870528000,0.0
36886778,0.0
2944063743,0.0
227203332,0.6666666666666666
1593941258418130944,0.0
2726222091,0.0
1546083205031243777,0.0
427743501,0.0
146987312,0.0
16439600,0.0
141744442,0.0
124967229,0.0
1222095348375719936,0.0
30857540,0.0
66771278,0.0
3252869462,0.0
88791383,0.0
48945500,0.0
731044189,0.0
2842614120,1.0
4570405229,0.0
563796333,0.0
17750385,0.0
3374766449,0.6666666666666666
1436563901999722496,0.0
1392965411952635904,0.0
1393021518721036288,0.0
1124683876574670848,0.0
1034419014494302208,0.0
1027506158867820544,0.0
877608987302277120,0.0
1229440585108533248,0.0
1237555530677334016,0.0
1118427661586640897,0.0
1430373223380791297,0.07371841734151484
766433694,0.0
1325859447059714048,0.0
